中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,340 Mbps,43520 kB/s
192.9.138.241,443,192.9.138.241,US,856 Mbps,109568 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,18 ms,1240 Mbps,158720 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,40 ms,616 Mbps,78950 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,43 ms,611 Mbps,78233 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,colo.txt:Los Angeles,隧道,0 ms,46 Mbps,5902 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,18 ms,640 Mbps,81920 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,20 ms,11 Mbps,1455 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,59 ms,426 Mbps,54579 kB/s
192.9.158.188,443,2a09:bac5:6443:28::4:304,US,San Jose,隧道,19 ms,154 Mbps,19763 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,37 ms,528 Mbps,67584 kB/s
132.226.31.178,443,2a09:bac5:60ec:183c::26a:82,US,Los Angeles,隧道,23 ms,38 Mbps,4899 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,40 ms,634 Mbps,81203 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,122 ms,217 Mbps,27852 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,39 ms,324 Mbps,41574 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,34 ms,251 Mbps,32153 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,64 ms,448 Mbps,57446 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,30 ms,45 Mbps,5799 kB/s
141.147.72.109,443,2a0b:21c0:100a:1f9:0:8a34:2cc7:9e67,DE,Frankfurt,隧道,162 ms,115 Mbps,14745 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,83 ms,350 Mbps,44851 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,44 ms,1280 Mbps,163840 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,173 ms,119 Mbps,15257 kB/s
