中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,34.168.0.3,US,Seattle,隧道,75 ms,506 Mbps,64819 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,888 Mbps,113664 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,9 ms,348 Mbps,44544 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,437 Mbps,56012 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,23 ms,343 Mbps,43929 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,241 Mbps,30924 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,18 ms,73 Mbps,9416 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,76 ms,529 Mbps,67788 kB/s
35.230.79.26,443,34.168.0.3,US,Seattle,隧道,72 ms,497 Mbps,63692 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,144 Mbps,18534 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,85 ms,448 Mbps,57446 kB/s
192.9.138.241,443,192.9.138.241,416 Mbps,53350 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,69 ms,34 Mbps,4357 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,135 ms,188 Mbps,24166 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,64 ms,48 Mbps,6182 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,78 ms,263 Mbps,33689 kB/s
47.253.206.29,443,47.253.206.29,US,Ashburn,中转,19 ms,55 Mbps,7089 kB/s
132.226.31.178,443,2a09:bac5:60ed:183c::26a:2c,US,Los Angeles,隧道,53 ms,41 Mbps,5260 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,145 ms,160 Mbps,20480 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,65 ms,345 Mbps,44236 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,124 ms,167 Mbps,21401 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,19 ms,296 Mbps,37990 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,108 ms,40 Mbps,5170 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,107 ms,223 Mbps,28569 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,107 ms,49 Mbps,6299 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,87 ms,9 Mbps,1156 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,121 ms,208 Mbps,26624 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,65 ms,181 Mbps,23244 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,24 ms,3 Mbps,463 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,211 ms,35 Mbps,4559 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,192 ms,102 Mbps,13107 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,117 ms,178 Mbps,22835 kB/s
143.47.185.89,443,2a0b:21c0:1007:1cb:0:7167:86be:6daa,DE,Frankfurt,隧道,121 ms,181 Mbps,23244 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,30 ms,50 Mbps,6479 kB/s
