中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,952 Mbps,121856 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,52 ms,450 Mbps,57651 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,52 ms,358 Mbps,45875 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,66 ms,177 Mbps,22732 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,97 ms,199 Mbps,25497 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,401 Mbps,51404 kB/s
143.47.253.139,443,2a0b:21c0:1007:1cb:0:1f13:9042:7a6e,DE,Frankfurt,隧道,109 ms,140 Mbps,17920 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,77 ms,92 Mbps,11776 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,332 Mbps,42598 kB/s
141.148.244.88,443,2a0b:21c0:1007:c8:0:1b80:25a2:7445,DE,Frankfurt,隧道,103 ms,176 Mbps,22630 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,55 ms,390 Mbps,49971 kB/s
150.230.37.254,443,150.230.37.254,US,San Jose,中转,101 ms,307 Mbps,39321 kB/s
141.144.193.96,443,2a0b:21c0:100a:1b5:0:64b5:718d:cdc9,DE,Frankfurt,隧道,149 ms,212 Mbps,27238 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,95 ms,224 Mbps,28672 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,70 ms,411 Mbps,52633 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,104 ms,103 Mbps,13209 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,16 ms,342 Mbps,43827 kB/s
138.3.254.39,443,138.3.254.39,,,中转,0 ms,156 Mbps,20070 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,481 Mbps,61644 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,,colo.txt:San Jose,隧道,0 ms,415 Mbps,53145 kB/s
157.254.252.198,443,157.254.252.198,JP,Tokyo,中转,145 ms,118 Mbps,15155 kB/s
47.74.13.33,443,47.74.13.33,JP,Tokyo,中转,146 ms,109 Mbps,14028 kB/s
