中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,532 Mbps,68096 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,69 ms,316 Mbps,40550 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,389 Mbps,49868 kB/s
158.101.201.45,443,2606:f240:f00:dd8d:0:2c50:d676:2ce4,US,Frankfurt,隧道,102 ms,232 Mbps,29696 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,97 ms,396 Mbps,50688 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,28 ms,363 Mbps,46489 kB/s
35.230.79.26,443,35.212.196.48,US,Seattle,隧道,81 ms,301 Mbps,38604 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,9 ms,708 Mbps,90624 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,100 ms,1 Mbps,249 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,232 Mbps,29696 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,80 ms,452 Mbps,57958 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,84 ms,277 Mbps,35532 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,100 ms,51 Mbps,6653 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,77 ms,317 Mbps,40652 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,72 ms,47 Mbps,6125 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,101 ms,225 Mbps,28876 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,86 ms,3 Mbps,470 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,72 ms,304 Mbps,38912 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::26b:67,US,Los Angeles,隧道,93 ms,57 Mbps,7305 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,102 ms,204 Mbps,26214 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,79 ms,45 Mbps,5852 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,242 ms,32 Mbps,4125 kB/s
168.138.149.17,443,168.138.149.17,BR,S
