中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,384 Mbps,49254 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,441 Mbps,56524 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,78 ms,247 Mbps,31641 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,32 ms,7 Mbps,940 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,71 ms,491 Mbps,62873 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,55 ms,500 Mbps,64000 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,27 ms,984 Mbps,125952 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,21 ms,523 Mbps,66969 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,26 ms,96 Mbps,12288 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,76 ms,274 Mbps,35123 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,57 ms,360 Mbps,46080 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,147 Mbps,18841 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,31 ms,109 Mbps,14028 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,116 ms,45 Mbps,5837 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,49 ms,8 Mbps,1024 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,18 ms,524 Mbps,67174 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,63 ms,556 Mbps,71270 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,128 ms,250 Mbps,32051 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,87 ms,146 Mbps,18739 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,81 ms,46 Mbps,5945 kB/s
141.144.197.5,443,2a0b:21c0:1007:c8:0:2fdf:8c28:7dc7,DE,Frankfurt,隧道,125 ms,154 Mbps,19763 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,568 Mbps,72806 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,127 ms,186 Mbps,23859 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,134 ms,42 Mbps,5438 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,64 ms,46 Mbps,5988 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,133 ms,0 Mbps,65 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,126 ms,178 Mbps,22835 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,113 ms,43 Mbps,5624 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,38 ms,4 Mbps,513 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,68 ms,42 Mbps,5409 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,53 ms,42 Mbps,5416 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,78 ms,482 Mbps,61747 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,188 Mbps,24064 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,95 ms,359 Mbps,45977 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,125 ms,43 Mbps,5529 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,128 Mbps,16486 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,69 ms,468 Mbps,60006 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,138 ms,121 Mbps,15564 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,188 ms,124 Mbps,15974 kB/s
141.148.147.214,443,141.148.147.214,US,Los Angeles,中转,97 ms,46 Mbps,5896 kB/s
130.162.178.124,443,2a0b:21c0:1007:1c9:0:bf41:60ac:17a2,DE,Frankfurt,隧道,149 ms,117 Mbps,15052 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,31 ms,14 Mbps,1895 kB/s
141.147.104.2,443,2a0b:21c0:100a:1f9:0:4da7:105c:8a1b,DE,Frankfurt,隧道,118 ms,101 Mbps,13004 kB/s
194.36.24.34,443,194.36.24.34,US,San Jose,中转,57 ms,596 Mbps,76288 kB/s
141.144.207.131,443,2a0b:21c0:1007:ca:0:9aa2:779:d172,DE,Frankfurt,隧道,124 ms,183 Mbps,23449 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,219 ms,77 Mbps,9932 kB/s
146.56.46.84,443,2603:c022:8007:a810::dcba,KR,Seoul,隧道,219 ms,34 Mbps,4429 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,227 ms,35 Mbps,4582 kB/s
144.21.39.183,443,2a0b:21c0:1007:1ca:0:ee57:be6d:980b,DE,Frankfurt,隧道,118 ms,168 Mbps,21504 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,125 ms,35 Mbps,4587 kB/s
130.162.144.191,443,2a09:bac5:4752:155::22:13e,KR,Seoul,隧道,198 ms,33 Mbps,4251 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,238 ms,2 Mbps,297 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,89 ms,512 Mbps,65536 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,132 ms,48 Mbps,6170 kB/s
193.122.101.195,443,193.122.101.195,KR,Seoul,中转,194 ms,124 Mbps,15872 kB/s
138.2.122.191,443,138.2.122.191,KR,Seoul,中转,190 ms,42 Mbps,5445 kB/s
8.219.66.57,443,8.222.222.65,SG,Singapore,隧道,223 ms,73 Mbps,9459 kB/s
8.219.153.250,443,8.222.207.55,SG,Singapore,隧道,252 ms,58 Mbps,7446 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,225 ms,58 Mbps,7533 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,132 ms,68 Mbps,8760 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,154 ms,136 Mbps,17408 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,222 ms,34 Mbps,4355 kB/s
