中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,23 ms,474 Mbps,60723 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:a5,US,Los Angeles,隧道,20 ms,65 Mbps,8399 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,22 ms,1264 Mbps,161792 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,21 ms,612 Mbps,78336 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,31 ms,872 Mbps,111616 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,79 ms,353 Mbps,45260 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,20 ms,58 Mbps,7439 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,19 ms,554 Mbps,70963 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,23 ms,440 Mbps,56422 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,38 ms,848 Mbps,108544 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,76 ms,31 Mbps,3986 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,65 ms,342 Mbps,43827 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,32 ms,640 Mbps,81920 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,76 ms,276 Mbps,35328 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,143 ms,146 Mbps,18739 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,73 ms,124 Mbps,15974 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,223 Mbps,28569 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,87 ms,48 Mbps,6271 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,145 ms,41 Mbps,5310 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,172 ms,124 Mbps,15974 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,3 ms,388 Mbps,49664 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,172 ms,131 Mbps,16793 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,81 ms,52 Mbps,6670 kB/s
138.2.122.191,443,138.2.122.191,KR,Seoul,中转,147 ms,45 Mbps,5772 kB/s
8.219.249.43,443,47.245.84.175,SG,Singapore,隧道,180 ms,93 Mbps,11980 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,11 ms,848 Mbps,108544 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,138 ms,137 Mbps,17612 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,171 ms,140 Mbps,18022 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,162 ms,140 Mbps,17920 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,165 ms,120 Mbps,15462 kB/s
8.219.135.175,443,8.219.142.198,SG,Singapore,隧道,176 ms,91 Mbps,11673 kB/s
141.144.195.62,443,98.98.156.18,DE,Frankfurt,隧道,170 ms,113 Mbps,14540 kB/s
146.56.46.84,443,2603:c022:8007:a810::dcba,KR,Seoul,隧道,135 ms,41 Mbps,5307 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,139 ms,151 Mbps,19353 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,180 ms,42 Mbps,5387 kB/s
8.219.63.115,443,47.236.58.234,SG,Singapore,隧道,173 ms,100 Mbps,12800 kB/s
149.129.8.215,443,47.88.55.210,US,4 Mbps,552 kB/s
8.219.132.118,443,8.219.142.198,SG,Singapore,隧道,204 ms,66 Mbps,8506 kB/s
8.219.182.241,443,8.222.220.238,SG,Singapore,隧道,190 ms,99 Mbps,12697 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,172 ms,42 Mbps,5479 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,177 ms,3 Mbps,457 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,150 ms,141 Mbps,18124 kB/s
8.219.102.107,443,8.222.236.107,SG,Singapore,隧道,191 ms,88 Mbps,11264 kB/s
129.159.198.107,443,2606:f240:f00:a683:0:1328:358c:17a9,US,Frankfurt,隧道,183 ms,122 Mbps,15667 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,163 ms,42 Mbps,5401 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,203 ms,11 Mbps,1481 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,137 ms,145 Mbps,18636 kB/s
193.122.125.223,443,193.122.125.223,KR,Seoul,中转,145 ms,133 Mbps,17100 kB/s
8.219.197.186,443,47.245.125.52,SG,Singapore,隧道,209 ms,87 Mbps,11161 kB/s
130.162.225.64,443,2606:f240:f00:83a7:0:2d7d:c732:8a97,US,Frankfurt,隧道,179 ms,111 Mbps,14233 kB/s
8.219.99.43,443,8.222.222.65,SG,Singapore,隧道,195 ms,93 Mbps,11980 kB/s
8.219.163.106,443,8.222.220.238,SG,Singapore,隧道,185 ms,90 Mbps,11571 kB/s
8.219.164.133,443,8.222.220.238,SG,Singapore,隧道,216 ms,84 Mbps,10752 kB/s
141.147.64.246,443,2a0b:21c0:1007:1ca:0:7d63:86d8:2626,DE,Frankfurt,隧道,178 ms,115 Mbps,14745 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,103 ms,25 Mbps,3312 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,153 ms,80 Mbps,10240 kB/s
8.219.209.113,443,8.222.236.107,SG,Singapore,隧道,195 ms,81 Mbps,10444 kB/s
8.219.67.67,443,8.222.210.246,SG,Singapore,隧道,190 ms,66 Mbps,8512 kB/s
8.219.179.141,443,47.236.58.234,SG,Singapore,隧道,222 ms,81 Mbps,10444 kB/s
8.222.208.125,443,47.236.1.53,SG,Singapore,隧道,207 ms,77 Mbps,9950 kB/s
152.67.96.55,443,152.67.96.55,AU,Sydney,中转,176 ms,41 Mbps,5254 kB/s
8.222.137.182,443,47.236.51.143,SG,Singapore,隧道,209 ms,75 Mbps,9685 kB/s
144.22.252.124,443,144.22.252.124,BR,S
